a_doc_id,a_start,a_end,a_text,a_url,a_title,a_categories,b_doc_id,b_start,b_end,b_text,b_url,b_title,b_categories
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",1255306,97,128,"According to the Kuwaiti press agency KUNA, the Palestinians demand a sovereign state whose capital is  according to the June 4, 1964 borders, preceding the Israeli occupation of the .",https://en.wikinews.org/wiki?curid=1255306,Mahmoud Abbas: The Palestinians are eager to achieve peace with Israel,"Middle East,Politics and conflicts,Palestine,Kuwait,United States,Israel,Qatar,Saudi Arabia,Palestinian National Authority,Mahmoud Abbas,Benjamin Netanyahu,Arab League,Fatah"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",43913,386,403,"The Israelis have appeared to launch their offensive, with a bridge in Gaza being attacked by planes.",https://en.wikinews.org/wiki?curid=43913,Hamas strikes deal with Fatah,"Israel,Middle East,Politics and conflicts,Palestine,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",104053,45,73,Shaer told Reuters that he and Carter had a face-to-face meeting and that they discussed brokering an unofficial truce between Israel and Palestinian militants in the Gaza Strip.,https://en.wikinews.org/wiki?curid=104053,Former US president Carter meets with former deputy-PM for Hamas,"Middle East,Israel,Palestine,Gaza Strip,Syria,North America,United States,Politics and conflicts,Hamas,Mahmoud Abbas,Jimmy Carter,Ehud Olmert,Palestinian National Authority,Ramallah,West Bank,Fatah"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",5805,57,84,"The law provides a legal basis for China to use force, or nonpeaceful means as the Chinese government has phrased it, against Taiwan, should reunification efforts fail.",https://en.wikinews.org/wiki?curid=5805,"China enacts historic ""anti-secession"" law","China,Taiwan,Politics and conflicts,Published,Hu Jintao"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",4107,128,175,"During the visit, the Cuban Minister of Foreign Relations, Felipe Peréz Roque, also met parents of Brazilian students studying in Havana, delegates from the Landless Workers Movement (MST), delegates from labour unions and delegates from student organizations which expressed solidarity to the cause of the Cuban Revolution.",https://en.wikinews.org/wiki?curid=4107,Brazil receives Cuban Foreign Minister,"Brazil,Caribbean,Cuba,South America,Politics and conflicts,Fidel Castro,Luiz Inácio Lula da Silva,Brasília"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",22218,0,26,Frenzied destruction of empty Jewish settlements in Gaza by Palestinian looters have marred plans for exploiting those facilities to create much needed jobs for the area.,https://en.wikinews.org/wiki?curid=22218,Gaza looters destroy Palestine Authority property,"Palestine,Crime and law,Palestinian National Authority,Middle East"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",13347,26,50,Jefferson's testimony along with new evidence supporting his testimony are putting the government of President Luiz Inácio Lula da Silva in a difficult situation.,https://en.wikinews.org/wiki?curid=13347,New denunciations of Brazilian deputy and evidence make things difficult for Lula,"Politics and conflicts,South America,Brazil,2005 Political crisis in Brazil,Luiz Inácio Lula da Silva"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",41199,58,72,He was with several bodyguards in an elevator when an explosion blasted the building.,https://en.wikinews.org/wiki?curid=41199,Explosion blasts Palestinian intelligence service HQ,"Politics and conflicts,Palestine,Middle East,Hamas,Palestinian National Authority,Fatah,Sharm el-Sheikh"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",91367,117,173,"It was made clear that Haniyeh did not support Bush's visit he said Bush gave Israel all the required pledges to solidify its occupation and to wipe out basic Palestinian rights and sacred issues, while he gave the Palestinians more illusions and slogans, and loose words that only express the deception which has characterized this visit.",https://en.wikinews.org/wiki?curid=91367,Hamas leader criticizes Bush's Middle East visit,"Middle East,Israel,Palestine,United States,Politics and conflicts,Ismail Haniyeh,Mahmoud Abbas,George W. Bush,Hamas,West Bank,Fatah,Saeb Erekat"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",18563,88,116,"On Friday, Palestinian Authority officials said only the Palestinian banner of red, black, green and white should be used to celebrate the withdrawal of Israel from Palestinian territory.",https://en.wikinews.org/wiki?curid=18563,Palestinians arrested in West Bank raids,"Politics and conflicts,Palestine,Israel,Hamas,Palestinian National Authority,West Bank,Palestinian Islamic Jihad"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",54619,34,57,"The foreign minister also noted that Hamas will receive most seats in the Palestinian parliament, thus changing Palestinian Authority's policy to its liking.",https://en.wikinews.org/wiki?curid=54619,Palestinian Foreign Minister: No peace with Israel,"Politics and conflicts,Middle East,Israel,Mahmoud Abbas,Hamas,Israel Defense Forces,Palestinian National Authority"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",11578,607,625,"Because of  unsolved disputes between government's parliamentarians and the other parties representatives, the meeting could not continue.",https://en.wikinews.org/wiki?curid=11578,Lula's future in the hands of Brazilian Parliament,"Brazil,South America,Politics and conflicts,Luiz Inácio Lula da Silva,Amazon rainforest"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",72062,116,155,"Israel has withheld some $55 million a month in customs duties that it has collected on Palestine's behalf starting soon after Hamas took power, coming up to $550 million total, and Israel say they are considering releasing the money.",https://en.wikinews.org/wiki?curid=72062,"EU, US and Israel to resume aid to and lift financial sanctions against Palestine","Israel,Palestine,United States,Europe,Politics and conflicts,Middle East,Hamas,Iain Macdonald (Wikinewsie),Palestinian National Authority,North America"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",164182,0,18,Israel's foreign minister has reportedly boycotted Brazilian President Luiz Inácio Lula da Silva's tour of the Middle East.,https://en.wikinews.org/wiki?curid=164182,Israeli foreign minister reportedly boycotts Brazilian President's visit,"Brazil,Israel,Politics and conflicts,Middle East,South America,Luiz Inácio Lula da Silva,Mike Smith (Wikinewsie),Knesset"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",43913,157,181,"Another important aspect of these events is that Hamas appears to have broken the silence between them and Fatah, the other major Palestinian party.",https://en.wikinews.org/wiki?curid=43913,Hamas strikes deal with Fatah,"Israel,Middle East,Politics and conflicts,Palestine,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",8793,521,545,The two countries are growing commercial rivals and have ongoing territorial disagreements that pertain to certain oil and natural gas deposits they both claim.,https://en.wikinews.org/wiki?curid=8793,"Historic summit, commemoration by Asian-African leaders in Bandung","Economy and business,Politics and conflicts,Africa,Asia,Published,Manmohan Singh,Hu Jintao,Thabo Mbeki,Java,Indonesia,West Java,Nuclear proliferation,Non-Aligned Movement"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",18664,0,21,Israeli troops have begun implementing the historic pullout plan from the Gaza Strip by delivering eviction notices to the remaining settlers.,https://en.wikinews.org/wiki?curid=18664,Gaza Strip pullout under way,"Politics and conflicts,Palestine,Israel,Mahmoud Abbas,Likud,Jerusalem,Ariel Sharon,Palestinian National Authority,West Bank"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",16687,0,38,"The death of Brazilian-born Jean Charles de Menezes in London on the 21st of July at the hands of British police, who mistook him for a terrorist, is being called an assassination by the mayor of Gonzaga, Brazil.",https://en.wikinews.org/wiki?curid=16687,Brazilians call for arrest of UK policemen after shooting death,"Luiz Inácio Lula da Silva,Brazil,United Kingdom,Crime and law,Metropolitan Police"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",24903,22,55,"The Wednesday afternoon attack occurred in an open market place in the small costal Israeli town of Hadera, a location which has been a frequent target of attacks in the five-year-old Palestinian uprising.",https://en.wikinews.org/wiki?curid=24903,Suicide bomber strikes Israeli coastal town,"Israel,Middle East,Mahmoud Abbas,Palestinian National Authority,West Bank,Palestinian Islamic Jihad,Saeb Erekat,Suicide attacks"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",44506,529,546,A Swiss expert has been deployed to Gaza to ensure the smooth running of the humanitarian operations.,https://en.wikinews.org/wiki?curid=44506,Switzerland accuses Israel of breaking international law in Gaza,"Switzerland,Israel,Palestine,Politics and conflicts,Palestinian National Authority"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",143538,143,169,"The Palestinian president said his goal of a two-state solution to the Israeli-Palestinian conflict faces serious problems, but added he believed that it still remains possible.",https://en.wikinews.org/wiki?curid=143538,"Palestinian president Abbas has ""no desire"" to seek reelection","Middle East,Israel,Jerusalem,West Bank,Fatah,Palestine"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",13347,175,195,"This week, investigations by the police showed that Marcos Valério withdrew, in cash, large sums of money from Rural Bank.",https://en.wikinews.org/wiki?curid=13347,New denunciations of Brazilian deputy and evidence make things difficult for Lula,"Politics and conflicts,South America,Brazil,2005 Political crisis in Brazil,Luiz Inácio Lula da Silva"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",40279,121,140,"There has been a large effort from the Muslim world, Particularly Egypt to help raise and fund the Pastinians.",https://en.wikinews.org/wiki?curid=40279,Palestinians get interim aid,"Hamas,Palestinian National Authority"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",72062,69,87,"Riyad al-Malki, the new Palestinian minister of information and justice, said of the event There are encouraging steps.",https://en.wikinews.org/wiki?curid=72062,"EU, US and Israel to resume aid to and lift financial sanctions against Palestine","Israel,Palestine,United States,Europe,Politics and conflicts,Middle East,Hamas,Iain Macdonald (Wikinewsie),Palestinian National Authority,North America"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",11346,116,128,"The forum, is sponsored by the Brazilian government and the United Nations.",https://en.wikinews.org/wiki?curid=11346,President Lula opens U.N. forum to combat corruption,"South America,Brazil,United Nations,Politics and conflicts,Luiz Inácio Lula da Silva,Brasília,United Nations Office on Drugs and Crime,São Paulo"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",24903,370,393,"But if we have a criticism it's that he talks the right talk, we're waiting for him to follow through on these commitments.",https://en.wikinews.org/wiki?curid=24903,Suicide bomber strikes Israeli coastal town,"Israel,Middle East,Mahmoud Abbas,Palestinian National Authority,West Bank,Palestinian Islamic Jihad,Saeb Erekat,Suicide attacks"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",8793,729,741,We had a great deal of frank discussions on important issues ...,https://en.wikinews.org/wiki?curid=8793,"Historic summit, commemoration by Asian-African leaders in Bandung","Economy and business,Politics and conflicts,Africa,Asia,Published,Manmohan Singh,Hu Jintao,Thabo Mbeki,Java,Indonesia,West Java,Nuclear proliferation,Non-Aligned Movement"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",144397,288,315,"Following the suspension of peace talks last year, the Palestinian National Authority has demanded a halt to all construction of settlements before it will return to negotiations.",https://en.wikinews.org/wiki?curid=144397,"UN criticises Israel's latest settlement plan, angry reaction from US and UK","Israel,Palestine,Middle East,United States,North America,United Kingdom,France,Europe,Politics and conflicts,David Miliband,United Nations,Ban Ki-moon,Hosni Mubarak,Egypt,Africa,Israel/Palestine Conflict,European Union,Barack Obama,Nicolas Sarkozy,Saudi Arabia,Benjamin Netanyahu,Jerusalem,Palestinian National Authority,West Bank,Jonathan Alexandr Ledbury-Romanov (Wikinewsie)"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",45444,332,368,"While French President Jacques Chirac said on Sunday that the G8 is calling for a ceasefire, the US Undersecretary of State for political affairs Nicholas Burns disagreed and said that there was no push for one.",https://en.wikinews.org/wiki?curid=45444,"G8 Summit debates Middle-east crisis, WTO trade talks","Canada,France,Germany,Italy,Japan,Russia,United Kingdom,United States,2006 Israel-Lebanon conflict,Economy and business,Politics and conflicts,George W. Bush,Tony Blair,Jacques Chirac,Angela Merkel,Fouad Siniora,United Nations,Vladimir Putin,Kofi Annan,Hamas,Hezbollah,Hu Jintao,G8,World Trade Organization,Bashar al-Assad,Nuclear power,Nuclear proliferation,Nuclear weapons,Education,Health,Disease,Infectious disease,Middle East,Asia,Europe,North America,Africa,Ali Khamenei"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",124177,613,627,The Chinese-Russian proposal was not entered onto the agenda at the G-20 meeting itself.,https://en.wikinews.org/wiki?curid=124177,Asian countries call for global currency,"China,Russia,Malaysia,Indonesia,2008-09 financial crisis,United States,Canada,India,Kazakhstan,South Korea,Thailand,Asia,Europe,Economy and business,African Union,European Union,Dmitry Medvedev,Luiz Inácio Lula da Silva,Korean Peninsula,HSBC,Nursultan Nazarbayev,Currency,Gordon Brown,London"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",43913,211,239,"Hamas and Fatah, after recent strife and violence between the parties, have agreed to a document that may help, even slightly, the relationship between Hamas and the PA.",https://en.wikinews.org/wiki?curid=43913,Hamas strikes deal with Fatah,"Israel,Middle East,Politics and conflicts,Palestine,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",11265,61,78,Jefferson's allegations increase the severe  political crisis regarding the government of Luiz Inácio Lula da Silva.,https://en.wikinews.org/wiki?curid=11265,New denunciations of political corruption create severe political crisis in Brazil,"Brazil,South America,Politics and conflicts,2005 Political crisis in Brazil,Luiz Inácio Lula da Silva,Fernando Henrique Cardoso"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",11578,38,59,"In 2002, Celso Daniel, the mayor of Santo André, 10 km (6 miles) away from the São Paulo city, was murdered.",https://en.wikinews.org/wiki?curid=11578,Lula's future in the hands of Brazilian Parliament,"Brazil,South America,Politics and conflicts,Luiz Inácio Lula da Silva,Amazon rainforest"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",54894,0,20,"Stephen Harper is set to meet with Chinese President Hu Jintao at the Asia-Pacific Economic Cooperation summit in Hanoi, Vietnam.",https://en.wikinews.org/wiki?curid=54894,Canadian Prime Minister to meet Chinese President Hu Jintao in Vietnam,"North America,Canada,Vietnam,Stephen Harper,Hu Jintao,Politics and conflicts,Falun Gong"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",4448,115,139,"Hamas was founded by Shaikh Ahmed Yassin (later assassinated by the Israelis) and Mohammad Taha in late 1987, inspired by the Egyptian Muslim Brotherhood.",https://en.wikinews.org/wiki?curid=4448,Hamas considers ceasefire talks after Abbas meeting,"Middle East,Politics and conflicts,Mahmoud Abbas,Hamas,Palestinian National Authority,Israel,Israel/Palestine Conflict,West Bank,Sharm el-Sheikh,Muslim Brotherhood"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",6104,233,253,His colleagues were PT members and Communists and his task was informing the intelligence agency about the Brazilian labor movement.,https://en.wikinews.org/wiki?curid=6104,"FARC and Brazilian Workers' Party:the general didn't tell the truth, says former Abin superior to Veja","Politics and conflicts,Crime and law,South America,Brazil,Published,Luiz Inácio Lula da Silva,Magazines"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",6959,13,36,Fatah officials said he told President Mahmoud Abbas that too little was being done to curb lawlessness in the West Bank and Gaza.,https://en.wikinews.org/wiki?curid=6959,"Palestinian security chief quits, says too little is being done to curb lawlessness","Palestine,Middle East,Politics and conflicts,Published,Fatah"
741,0,16,Acting president Rawhi Fattuh has announced today that Palestinian elections will be held on January 9.,https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",143538,75,87,I have told our brethren in the PLO Palestine Liberation Organisation ...,https://en.wikinews.org/wiki?curid=143538,"Palestinian president Abbas has ""no desire"" to seek reelection","Middle East,Israel,Jerusalem,West Bank,Fatah,Palestine"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",5905,224,235,"—Veja , FARC's tentacles in Brazil, March 16, 2005, page 46.",https://en.wikinews.org/wiki?curid=5905,Brazilian Abin director: no proof linking FARC money to PT,"Brazil,Politics and conflicts,Fidel Castro,Luiz Inácio Lula da Silva,Magazines"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",4448,0,41,Hamas announced that it will continue its undeclared ceasefire while it considers whether to officially join a ceasefire with Israel declared this week by the Palestinian Authority and the Israeli Government at a conference in the Egyptian resort of Sharm el-Sheikh.,https://en.wikinews.org/wiki?curid=4448,Hamas considers ceasefire talks after Abbas meeting,"Middle East,Politics and conflicts,Mahmoud Abbas,Hamas,Palestinian National Authority,Israel,Israel/Palestine Conflict,West Bank,Sharm el-Sheikh,Muslim Brotherhood"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",3710,53,68,"The World Social Forum is an annual meeting organized by left organizations, mainly from Brazil.",https://en.wikinews.org/wiki?curid=3710,2005 World Social Forum in Porto Alegre,"World,Brazil,Politics and conflicts,Hugo Chávez,Luiz Inácio Lula da Silva,Porto Alegre,South America"
